Date,Location,Death Number,Injured Number,Accident Time,Part of Day,Accident Vechile,Accident Type,News Text,News Link
2023-07-15,"['durgapur', 'rajshahi']",1,[],"['10:30am', '8:30am']",['Morning'],[],N/A,"Four people drowned in separate incidents in two districts today, reports UNB.

In Kurigram, two cousins drowned while playing beside a pond at Khamar Beldoho village in Bhuruingamari upazila.

The deceased were identified as Jabir, 2, and his cousin Adib, 2, sons of Abdul Hamid and Anowar Hossain of the village.

Officer-in-Charge of Bhuruingamari Police Station Ruhul Amin said the filing of an unnatural death case was underway.

In Rajshahi, a woman and her niece died after falling into a pond in Durgapur upazila.

The deceased were identified as Megha Khatun, 8, and Hira Khatun, 24, of the upazila. Both the deceased were speech-impaired.

The incident happened around 8:30am. Police rushed to the spot around 10:30am and recovered their bodies from the pond with the help of locals.

Durgapur Police Station OC Nazmul Haque said Megha fell into the pond while washing her hands. Seeing this, Hira tried to pick her up, but she also drowned.

""Their bodies have been handed over to their families after the autopsy. An unnatural death case has been registered,"" said the OC.",https://www.thedailystar.net/news/bangladesh/accidents-fires/news/four-drown-kurigram-rajshahi-3368936
2023-07-15,"['chirirbandar', 'dinajpur', 'parbatipur']","[2.0, 10.0]",[10.0],[],[],"['truck', 'bus', 'motorbike']",vehicle-vehicle,"Two people including an army man were killed in separate road accidents in Dinajpur district on Sunday.

Ruhul Amin, a corporal of 8th Engineering Battalion of Bangladesh Army and son of Zakir Hossain of Parbatipur upazila, was killed when a microbus hit his motorbike on Dinajpur-Rangpur highway at Champatoli of Chirirbandar upazila at noon, said Rezaul Haque, in-charge of Highway Police camp.

The deceased was identified as Abu Bakkar, 30, son of Aftab Uddin of Sadar upazila.

Tanvirul Islam Tanvir, in-charge of Kotwali Police Station, said the accident occurred when the bus of ‘Pronoy Paribahan’ fell into a ditch after being hit by a truck while overtaking it, leaving the driver dead on the spot and ten others injured.",https://www.daily-sun.com/post/700438/Army-corporal--among-2-killed-in-separate-road-crashes-in-Dinajpur
2023-07-22,[],[1.0],[12.0],['4:00 am'],['Night'],['bus'],vehicle-human,"This image grab from a UGC video take and posted on the Facebook page of Abidine Badion on Wednesday shows a passenger bus bursting into flames after it collided head-on with a commercial vehicle, killing more than 30 people near Tamanrasset in Algeria's southern desert — AFP

ALGIERS, July 19 (AFP): At least 34 people were killed when an Algerian passenger bus collided head-on with a commercial vehicle and burst into flames in the country's southern desert Wednesday, officials said.

One of the North African country's deadliest road crashes in years also left 12 others injured, many with burn wounds, Algeria's civil defence agency said.

Unverified media images showed the mangled and charred hull of the bus after the accident which occurred at around 4:00 am (0300 GMT) near Tamanrasset, about a 2,000-kilometre (1,250 miles) drive south from the capital Algiers.

Local media reported burnt bodies were recovered from the bus wreck, near the town of Outoul, 20 kilometres west of Tamanrasset, deep in the Sahara.

The civil defence agency said the bus was carrying passengers between Tamanrasset and Adrar, a town of about 2,000 residents to the northwest.

Footage broadcast by local media showed the bus going up in a massive ball of flames.

Other images shared by Algerian media show rescuers at the scene, near the two burnt vehicles that were involved in the accident.

Authorities did not immediately elaborate on the circumstances of the deadly crash or what had caused it. Speed is the main cause of road accidents in the country, according to a government road safety agency.

There was no official comment on the accident. Algerian President Abdelmadjid Tebboune is currently in China for a state visit.

Mohamed Boudraa, the governor-or wali-of Tamanrasset, visited the local hospital where the 12 injured were being treated, the official APS news agency reported. It said they suffered serious burns.

Provincial officials also arrived at the site of the accident to oversee rescue operations, APS said. Algeria recorded nearly 23,000 road accidents in 2022, leaving 3,409 people dead and more than 30,000 injured, according to the country's road safety chief Nacef Abdelhakim.",https://today.thefinancialexpress.com.bd/world/algeria-bus-crash-claims-34-lives-1689784346
2023-07-22,['sylhet'],[5.0],[3.0],[],[],['car'],vehicle-human,"5 people were killed and 3 injured in a head-on collision between a private car and a CNG autorickshaw at Khagail on Sylhet-Bholaganj road in the morning on July 20.

more to follow...",https://www.rtvonline.com/english/bangladesh/11574/5-killed-in-Sylhet-road-accident
2023-07-22,['jatrabari'],1,[],[],[],"['bus', 'motorbike']",vehicle-vehicle,"Road accidents with mounting toll of deaths hardly draw the attention of newspaper readers or TV viewers. Deaths on road are being gradually accepted as something normal. But the shock that the near and dear ones of the victims of fatal road accidents suffer is beyond the comprehension of those who might give a fleeting glance at the reports or the video clips of the scene of accident or the dead.

As for instance, the death of a supreme court lawyer, Parvin Sultana, on Sunday (July 16) in a road accident in which the motorbike she was riding with her relative, Sakhawat, was knocked down by a bus on the Mayor Muhammad Hanif Flyover near Jatrabari, may not have hit headlines. But her death was devastating, most unexpected and unacceptable to her family members, friends, colleagues and those who cared about her. But it was all over in the blink of an eye.

Human life is now something expendable in the eyes of the mindless road traffic operators. Of late, frequency of road mishaps and the deaths attendant on them have risen alarmingly. After the wars and pestilence, it is perhaps the highways, and the Bangladeshi ones, to be more specific, should now hold the third place as the biggest killers around. In the past, more men than women would die in road mishaps. Now with more women travelling on the roads and highways, the reckless traffic appears to have taken a liking to women, even their children, as their numbers as casualties on the highways attributable to road accidents are gradually on the rise. Let us have a look at the July 15 report on road mishap-related deaths published in this paper. Considering the pattern of deaths, it seems, they have a temporal bias. For when it comes to the statistics on the fatalities involving children, their number is shown to have increased by 16.6 per cent in the second quarter (April-June) of the current year (2023) when compared with the figures for the same period in the previous year (2022). On the contrary, fewer women died in highway accidents (a decrease by 8.53 per cent) during the second quarter of this year compared to the death figure in the first quarter. The report was originally prepared by an organisation styled, Shipping and Communication Reporters Forum (SCRF).The good news, according to the report, is that the fatalities due to the dreaded motorbikes have reduced by around 12 per cent. The number of accidents involving motorcycles have increased, though, by more than five per cent.

As further highlighted by the report, in the six months till June this year, some 455 children and 404 women lost their lives in road accidents across the country. Clearly, the country's highways and vehicles that run on them are not at all safe for women and children. The road transports are not safe not only due to their being accident-prone, but also for their operators being hostile towards them. But why so many children had to die in accidents involving road transport within a span of six months? By all accounts, the number is high. Mortality figures on children and women, if infectious diseases are not the cause of the deaths, are an indicator of a society's attitude towards them. How is our position in that respect? Do the figures on the death of so many women and children in the road accidents reveal anything of substance about Bangladesh society?

Those conducting researches on road accidents should look into the issue.

[email protected]",https://thefinancialexpress.com.bd/views/opinions/are-our-roads-friendly-towards-women-children
2023-07-23,"['bhandaria', 'kanchan', 'pirojpur', 'jhalakathi']",[17.0],[35.0],['10:00am'],['Morning'],['bus'],vehicle-human,"Villagers lend a hand to pull a bus out of a pond in Chhatrakanda area of Jhalakathi. The Barishal-bound bus of Bashar Smriti Paribahan, which started from Pirojpur’s Bhandaria upazila, fell into the roadside pond on the Barishal-Khulna highway around 10:00am yesterday, leaving 17 passengers dead and 35 others injured. Photo: KM Habibur Rahman

Indiscipline continues to reign supreme on the roads, taking a heavy toll on lives and properties, as the government's steps to address the malaise remain perfunctory, experts said.

The issue reared its ugly head again yesterday after a ""negligently driven"" Barishal-bound bus veered off the road and fell into a waterbody in Jhalakathi Sadar upazila -- claiming 17 lives and injuring 35.

Before this accident, there were 2,865 road crashes this year until Friday, killing 2,737 and injuring 4,201, according to data from the Bangladesh Road Transport Authority.

The actual number of fatalities is higher, according to reports from non-government organisations working for road safety.

""The accidents take place for overspeeding, overtaking and overconfidence,"" said Mozammel Haque, deputy inspector general (operation) of Highway Police.

Talking on the phone is another reason for the accidents; some use headphones to hoodwink law enforcers, he said.

""Roads will remain unsafe until proper enforcement of the law is ensured,"" said Ilias Kanchan, a prominent road safety crusader, referring to the Jhalakhati bus accident.

There is a serious lack of enforcement of the law by the Highway Police, said Moazzem Hossain, professor at Buet's department of civil engineering.

On his recent road trip to Barishal and Kuakata, he found the buses were going at a faster speed than his sports utility vehicle (SUV) on the highway. Heavy vehicles like buses and lorries are supposed to drive slower than light vehicles like cars or SUVs.

""The buses were overtaking everywhere -- they even got into speeding competitions on the expressway. They do this to get more passengers. This is dangerous and shows that there is no discipline on the road.""

The bus drivers do not have the necessary training too, said Hossain, also the former director of Buet's Accident Research Institute.

""All these are known facts. So, the authority cannot avoid their responsibility here.""

In recent times, the road infrastructure has gone through major upgrades but the driving population has not upgraded their skill accordingly.

""So the government cannot claim that they were ensuring the protection of people's lives.""

The government can deploy vehicle inspectors at every major bus terminal and check whether the bus has fitness or whether the driver has the necessary document before departing.

""This method can prevent road accidents but the authority is not interested,"" he added.

As many as 564,739 vehicles were due for regular fitness checks but did not take the clearance as of April 30, shows BRTA data. Of them, 20,362 were buses, 11,245 minibuses, 61,339 trucks and 6,767 taxicabs, shows the document.

Haque of Highway Police said it is not possible to stop the accidents only by enforcement.

""We are taking action and filling cases whenever any anomaly comes to notice. There is a need for raising road safety awareness. Drivers, as well as the passengers, need to stop rush driving,"" he said, adding that vehicles without fitness should be barred from roads.

Road accidents are taking place as people are driving faster for the smoother roads built by the government in recent times, said ABM Amin Ullah Nuri, secretary of road transport and highways division.

""There should be a social movement against this -- we are working on it.""",https://www.thedailystar.net/news/bangladesh/transport/news/road-accidents-casualties-keep-mounting-indiscipline-3375831
2023-07-23,[],1,[],[],[],[],N/A,,https://www.kalerkantho.com/english/online/district/2023/07/22/54861
2023-07-23,"['bhandaria', 'dhaka', 'jhalakathi']",[17.0],[],"['04:57 pm', '04:51 pm']",['Afternoon'],['bus'],vehicle-human,"July 22, 2023 04:51 pm | Updated 04:57 pm IST - Dhaka

At least 17 people were killed and more than a dozen injured after a passenger bus veered off the road and rolled into a large roadside pond in southwestern Bangladesh on July 22.

“The accident took place in the Jhalakathi district when the bus carrying more than 60 passengers was on its way to Barishal, southwestern divisional headquarters, from Bhandaria sub-district,” police said. The vehicle fell into the pond after its driver lost control of the wheel.

“The divers have rescued 17 bodies and a police crane is trying to retrieve the bus from the pond filled with water after heavy monsoon rains,” a police officer told reporters.

Police sub-inspector Gautamm Kumar Ghose said the dead included eight women and three children. He feared more bodies could be found trapped inside the bus once the salvage campaign was completed. Twenty other passengers are being treated at the Jhalakathi’s main state-run hospital. It is believed that 65 passengers were inside the bus.

“I was sitting just beside the driver’s seat. The driver apparently was not careful or attentive while driving the bus,” said Russell Mollah, a 35-year passenger who was injured in the accident.

He said the driver was constantly talking to his assistant and asking him to get more passengers on board. Mr. Mollah lost his 75-year-old father in the accident while his elder brother is still missing.

“The stomachs of patients we are treating contain excessive water as the bus plunged into the pond,” said a doctor at the health facility.",https://www.thehindu.com/news/international/road-accident-in-bangladesh-kills-17-people/article67109367.ece
2023-07-24,[],1,[],[],[],[],N/A,"The Dhaka Gate, also known as the Mir Jumla Gate or Ramna Gate, believed to be over 350-year-old, is currently undergoing renovation to restore its former glory after years of neglect.

The Dhaka South City Corporation (DSCC) took the initiative last May to restore the historic structure to its original grandeur.

This structure, once regarded as the gateway to Dhaka, can be found on the route from Bangla Academy to Doel Chattar in the Dhaka University area.

The Dhaka Gate stands as one of the oldest examples of Mughal architecture in the capital, and it holds a significant place in the city's past.

During the reign of Mughal Emperor Aurangzeb, Dhaka experienced significant growth, prompting Subahdar (governor) Mir Jumla to construct the gate as the northern entrance, marking the city's border.

The Dhaka Gate served as an entry point to the city from the bank of the Buriganga river. It played a crucial role in guarding the city from potential attacks by pirates.

Over the centuries, the Dhaka Gate endured severe damage, and it was rebuilt in 1825 by Magistrate Charles Dawes.

Currently located within the University of Dhaka campus near Curzon Hall and Shishu Academy, parts of the gate are at the Centre for Renewable Energy Research and the Mausoleum of three leaders.",https://www.tbsnews.net/bangladesh/350-year-old-dhaka-gate-under-renovation-670318
2023-07-24,[],1,[],[],[],[],N/A,"The state must protect their rights unconditionally

We are concerned by a recent report of Centre for Government Studies (CGS) which found that at least 65 percent of 50 grassroots human rights defenders across 36 districts have faced obstructions in their work from the state and members of the ruling party. The report also found that one in five human rights defenders was harassed by law enforcement agencies and one in 10 by intelligence agencies. The methods of harassment include death threats, physical attacks, threats to family members and slapping of legal cases. The majority of respondents said the situation in the country was unsafe. Half of the respondents reported the harassment to the authorities, while the remaining respondents remained silent because they feared reprisal. In more than 40 percent of the cases, threats against them were not investigated either because of the state's involvement or because the perpetrators were connected to power. Three reported that they were victims of enforced disappearance because of their work.

While the sample size may not be very large, the survey findings are still significant. They provide an idea of how constrained human rights defenders are in doing their work and how vulnerable they are to various forms of harassment and intimidation. The report also notes how sometimes organisations' activities are curtailed by blocking access to foreign funds. Meanwhile, the Digital Security Act has been used arbitrarily to clamp down on human rights defenders.

These are disturbing developments in a democracy. As the elections approach, we apprehend that there will be more such attempts to intimidate human rights defenders. We urge the government to ensure their safety by instructing its law enforcement and intelligence agencies to stop harassing or intimidating them. As recommended by CGS, vague terms such as ""anti-state activities"", ""inimical"" and ""derogatory"" comments about the constitution and constitutional institutions that can be used to prosecute individuals must be removed from the Foreign Donations (Voluntary Activities) Regulation Act. The National Human Rights Commission (NHRC) must be reformed as an independent body with the capacity to investigate incidents of human rights violations and take effective action against violators, regardless of their affiliations.

Human rights defenders, as their title indicates, have an important role to play in documenting human rights violations as well as in helping victims get redress. It goes against all democratic norms and principles if they are punished for doing their job.",https://www.thedailystar.net/opinion/editorial/news/why-are-human-rights-defenders-being-targeted-3377261
2023-07-25,"['faridpur', 'gopalpur', 'ghatail', 'bhanga', 'gazipur', 'chattogram', 'sitakunda', 'fouzdarhat', 'tangail']","[2.0, 4.0, 5.0]","[2.0, 3.0, 4.0, 5.0]",['12:45 pm'],['Afternoon'],"['bus', 'motorcycle']",vehicle-vehicle,"At least four people were killed and five others injured in road accidents in Tangail, Faridpur and Chattogram between Sunday night and Monday.

United News of Bangladesh reported that two brothers were killed as a bus hit them in Faridpur’s Bhanga intersection flyover area of the Bhanga-Dhaka Express Highway on Monday.

The deceased are Mahfuzur Rahman and Hamim of New Darbeshpur village under Sadar upazila of Meherpur district.

Bhanga Highway Police Station sub-inspector Jewel said that the two brothers were crossing the Bhanga Gol Chakkar flyover when the Dhaka-bound Ilish Paribahan (Dhaka Metro B-14-6057), crushed them under its wheels and fled.

UNB also reported that three policemen were injured in a head-on collision between a bus and a covered van on Dhaka-Chattogram highway at Fouzdarhat in Sitakunda.

The identities of the injured could not be known immediately. They were taken to the Chattogram Medical College and Hospital.

The accident occurred around 12:45 pm when the bus carrying 15 policemen and 23 accused collided head on with a covered van while heading towards Gazipur Jail, leaving three constables injured, said Belal Uddin Jahangir, officer-in-charge of Baro Aulia highway police station.

Meanwhile, Bangladesh Sangbad Sanstha reported that two motorcyclists were killed and two others injured in a head-on collision between two motorcycles in Baniapara area on Tangail-Jamalpur highway under Ghatail upazila of Tangail on Sunday.

The deceased are Rashidul Islam Sohel, a resident of Kalimandir area under Gopalpur upazila, and Mamun Hossain, a resident of Khilgati area of Deola Bari union under Ghatail upazila.

The accident occurred when Rashidul Islam Sohel was returning home in Gopalpur upazila from Ghatail upazila on a motorcycle, and collided head-on with another motorcycle coming from opposite direction, leaving four motorcyclists injured seriously, Ghatail Police Station officer-in-charge said.

The injured were taken to the Ghatail Upazila Health Complex where on-duty doctor declared two of the injured dead, he said.

The bodies were handed over to their relatives after the legal process, the OC added.",https://www.newagebd.net/article/207782/four-killed-5-injured-in-road-accidents
2023-07-25,[],1,[],[],[],['train'],vehicle-human,"BR set to get 255km of new lines by Oct, link 4 dists and Mongla Port

Four districts and a seaport will join the country's rail network by October when 255km of rail lines are inaugurated.

This is the first time since the country became independent that rail lines of such huge length is being opened in one go, said officials of BR, the state-run transport agency.

The new lines -- three to be opened in full and one partially -- will not only boost Bangladesh Railway's capacity to carry goods and people but also improve regional trade.

The Chattogram-Cox's Bazar line will connect the beach town to the rest of the country via rail, the Dhaka-Mawa-Bhanga line will connect Munshiganj, Madaripur and Shariatpur to the capital, the Khulna-Mongla line will link the Mongla Port to the rest of the country and beyond. The Akhaura-Agartala line will increase regional trade and possibly people-to-people contact in future.

There would be 23 new stations on the new lines.

""It would be a giant leap for rail connectivity,"" Shahidul Islam, additional director general (infrastructure) of BR, told The Daily Star yesterday.

""We are hopeful of making all these four projects ready for opening by September,"" he said, adding, ""Opening of the lines will boost the railway's capacity significantly.""

However, all the projects saw cost and time overruns, a very common phenomenon for railway projects. None of the lines will be fully functional on day-1 as some of the work is yet to be completed, railway officials said.

The four rail projects require around 3,500 employees and none of them have been hired yet.

Bangladesh got 2,858km of rail lines when it achieved independence in 1971. The length of lines, instead of increasing, came down to 2,835km in 2009.

Currently 43 districts are under BR's 3,093.38km rail network.

The revival of BR mainly began after a separate rail ministry was formed in 2011.

Between 2008-09 and 2022-23 fiscal year, the government allocated Tk 1,07,645 crore for BR under the annual development programme (ADP).

However, BR could only spend Tk 71,113 crore, 66.06 percent of the allocation, until October last year.

CHATTOGRAM-COX'S BAZAR

The dual-gauge line from Chattogram to Cox's Bazar will connect the tourist town with the rest of the country by rail. Dhaka to Cox's Bazar train service is being planned.

The 102km line will have nine new stations. The Tk 18,034.47 crore fast-track project, funded by the ADB, is being implemented dividing the line into two parts -- Dohazari to Chakaria and Chakaria to Cox's Bazar.

""About 90 percent of the work of our portion is done and we aim to submit the work [to the authority] by September 30,"" Chen Yongyi, project manager of China Civil Engineering Construction Corporation (CCECC), told this correspondent.

CCECC, along with Max Infrastructure Ltd, is building the Chakaria to Cox's Bazar section.

During a recent visit to the Cox's Bazar station, this correspondent saw most of the work completed.

More than 80 percent of the work for the six-storey station is complete, Yongyi said.

Project Director Mofizur Rahman told this newspaper yesterday, ""The entire line will be ready by September and the authorities will decide when to open it.""

Sources said three of the nine new stations – Dohazari, Chakaria, and Cox's Bazar -- would be operational on day-1. The rest of the stations will be done by December.

The government in 2010 had decided to lay a metre-gauge rail line from Chattogram to Gundhum in Cox's Bazar spending Tk 1,852.35 crore. It later changed its mind and decided to have the dual-gauge line down to Cox's Bazar town. The cost shot up to Tk 18,034.47 crore.

Once the line is open, it will not only bring Cox's Bazar under rail network but also help connect Bangladesh with Trans-Asian Railway Network.

DHAKA-BHANGA

BR is implementing the Padma Bridge Rail Link Project to build 169km of rail line from Dhaka to Jashore via Padma Bridge, which will significantly improve rail connectivity with the southwest and even with India.

""We have a target to open the Dhaka-Bhanga section within September …,"" Project Director Afzal Hossain told this correspondent on July 13.

The length of Dhaka-Bhanga section is about 82km and the stretch will have seven new stations.

Of the seven new stations between Dhaka and Bhanga, Mawa, Padma (Janjira), and Shibchar stations would be ready for opening, Afzal said.

The rail line down to Jashore, via Narail, is expected to be complete by June next year at a cost of Tk 39,246.8 crore. It is being built with a loan from China.

This line will halve travel time to Jashore from Dhaka and Narail will have rail connectivity then.

KHULNA-MONGLA

The 63.5km broad-gauge rail line between Khulna and Mongla is expected to boost rail connectivity in Bangladesh and boost trade with India, Nepal and Bhutan.

""We hope to make the project ready for opening by mid-September,"" a project official said.

The line will have seven new stations.

Even though it was initiated in 2010, the physical work began around six years after approval, driving up the project cost to Tk 4,260.88 crore from Tk 1,721.39 crore.

The line is being built with an Indian line of credit.

AKHAURA-AGARTALA

The government in August 2016 approved the project for the dual-gauge line to improve rail connectivity and boost trade between Bangladesh and India.

The Tk 477.81 crore project to build the 7km line is being implemented with an Indian grant.

Once completed, it will connect Gangasagar in Bangladesh with Nischintapur in Tripura state of India.

The Khulna-Mongla and the Akhaura-Agartala rail lines are expected to be inaugurated during Prime Minister Sheikh Hasina's visit to India in September, Indian High Commissioner to Bangladesh Pranay Verma said recently.

Project Director Abu Jafor Mia told The Daily Star yesterday that initially freight trains would run on the line and if the countries decide, passenger trains could run.

This will be the sixth cross-border line with India.",https://www.thedailystar.net/news/bangladesh/transport/news/long-stride-rail-connectivity-3377621
2023-07-25,"['narayanganj', 'dhaka']",[3.0],[],"['10:30am', '11:30am', '11am']",['Morning'],"['bus', 'auto-rickshaw', 'truck']",vehicle-vehicle,"Three people, including a driver of the Fire Service and Civil Defence, were killed in an accident in Narayanganj when the driver of a fire fighting truck suffered a heart attack and crashed the vehicle into a pedestrian and an auto-rickshaw.

According to witnesses, on the way to douse a fire at an apparel factory, Jahangir Hossain of Hajiganj Fire Station had a heart attack around 11am and lost control of the steering. The truck then hit pedestrians, a bus and a battery-driven auto-rickshaw in front of the Chasara area's Santona Market.

The deceased are fire service driver Jahangir Hossain, 48, pedestrian Shahabuddin Shabu, 45, and auto-rickshaw driver Sirajul Islam, said Narayanganj Sadar Police Station Sub-inspector Hafizur Rahman.

Jahangir and Shahabuddin died on the spot and severely injured Sirajul was taken to Dhaka Medical College Hospital where he was pronounced dead on Monday evening.

""The fire truck hit Shahabuddin and his body got stuck under the wheel of a local bus of Ananda Paribahan. The police later recovered his body by cutting the wheel of the bus,"" said Hafizur Rahman.

The fire broke out around 10:30am at Fatullah's Fakir Apparel in Bangladesh Small and Cottage Industries Corporation industrial area at about 11:30am. Ten firefighting units worked to douse the fire.

Seeking anonymity, a Fire Service official told TBS that some firefighters lack physical fitness due to overworking and hazardous living conditions.

""It would be better if we can get some amenities for health check-ups and food. Some places where fire fighters live are old buildings and risky. We fight all day long and night for people's safety but we have been neglected for so long,"" he added.

Fire Service and Civil Defence officials declined to make any comment on if the driver was physically unfit or sick.

Later on Monday evening, the fire service's media cell sent a press release to the media which said Fire Service Director General Brigadier General Md Main Uddin had already instructed all drivers of the fire service to have medical check-ups.",https://www.tbsnews.net/bangladesh/nganj-garments-factory-fire-fire-truck-driver-suffers-heart-attack-crashes-pedestrian
2023-07-25,"['narayanganj', 'khulna', 'dhaka']","[1.0, 2.0, 39.0, 8.0, 9.0]","[8.0, 2.0]",['10:30 am'],['Morning'],"['rickshaw', 'car', 'bus', 'truck']",vehicle-vehicle,"Driver of a fire service truck had a stroke while behind the wheel and died, causing a collision with a rickshaw and two other vehicles, leaving the rickshaw-puller dead and eight people injured at Chashara crossing of Narayanganj earlier today (July 24, 2023).

The fire service truck driver was identified as Jahangir Hossain, while identities of the deceased rickshaw-puller and the injured could not be known immediately.

Read: 9th grader killed in road accident in capital

Fakhruddin, deputy director of Narayanganj Fire Service and Civil Defence, confirmed the death of Jahangir, saying that a civilian was also killed when the fire service truck hit a rickshaw and two other vehicles after the driver died behind the wheel.

Aktaruzzaman, deputy director of Fire Service Headquarters in Dhaka, said a rickshaw, a bus, and a private car were hit by the fire service vehicle when driver Jahangir suffered a stroke on the way to a fire incident in Fatullah.

Read: 39 killed as fire rips through launch off Jhalokati coast

Md Bachhu Miah, inspector of Dhaka Medical College Hospital (DMCH) police outpost, said two of the injured were admitted to the hospital, where they are undergoing treatment, and the rest are at several hospitals in Narayanganj.

Anisur Rahman, officer-in-charge of Narayanganj Model Police Station, said a fire broke out at a factory in Fatuallah’s BSCIC area in the morning. The fire service truck was going there.

The accident happened around 10:30 am when the fire service vehicle hit the bus, private car, and rickshaw.

Read more: 1 killed in road accident in Khulna",https://unb.com.bd/category/Bangladesh/fire-service-truck-driver-dies-of-stroke-behind-the-wheel-collision-with-multiple-vehicles-leaves-rickshaw-puller-dead/119259
2023-07-25,"['faridpur', 'meherpur', 'darbeshpur', 'bhanga', 'dhaka']","[2.0, 3.0, 7.0]",[16.0],['3:00 pm'],['Afternoon'],['bus'],vehicle-human,"Two brothers were killed when a bus hit them in Faridpur's Bhanga intersection flyover area of the Bhanga-Dhaka Express Highway on Monday.

The incident happened about 3:00 pm on Monday.

Also read: 7 killed and 16 injured in road accidents in 3 districts

The deceased were identified as Mahfuzur Rahman, 29, and Hamim, 14 of New Darbeshpur village under Meherpur upazila of Meherpur district.

Also read: 3 dead in Syhlet road accident

Jewel, sub-inspector of Bhanga Highway Police Station, said the two brothers were crossing the Bhanga Gol Chakkar flyover when the Dhaka-bound Ilish Paribahan (Dhaka Metro B-14-6057) crushed them under its wheels and fled.

Also read: Cumilla road crash leaves 2 dead

As the passengers of the bus and locals tried to stop the driver, he fled leaving the bus behind.",https://www.unb.com.bd/category/Bangladesh/siblings-crushed-by-bus-on-bhanga-express-highway/119271
2023-07-25,[],1,[],['00 am'],['Night'],[],N/A,"Ambulances lined up in front of Holy Family Red Crescent Medical College Hospital in Dhaka. File Photo: Anisur Rahman/Star

Bangladesh Ambulance Malik Kallyan Samiti (BAMKS) has withdrawn its nationwide strike scheduled from tomorrow following a meeting with police high-ups.

""We have been assured that we'll not be harassed on roads by police and there will be an 'ambulance guideline' within three months. So, we have called off our strike considering the dengue situation,"" Golam Mostafa, president of BAMKS.

The meeting was held at the Police HQ this evening with Additional Inspector General of Police Atiqul Islam in the chair.

Earlier today, BAMKS had called for an indefinite nationwide strike from tomorrow to press home their six-point demands, including the withdrawal of taxes imposed by Bangladesh Road Transport Authority (BRTA).

Their demands included income tax exemption from the ambulances, adopting a national ambulance policy, toll exemption facility, parking facilities in the hospitals, priority service at the fuel stations, and harassment-free movement on the roads.

There are around 5,000 members who own more than 7,000 ambulances, registered with the BRTA, according to Mostafa.",https://www.thedailystar.net/news/bangladesh/transport/news/ambulance-owners-call-strike-3377591
2023-07-25,[],1,[],[],[],['Honda'],vehicle-human,"Greater Japanese investment vital in achieving our development goals

We are delighted by the increasing prospect of Japanese investors coming to Bangladesh. Over the years, the bilateral relation between the two countries has improved exponentially to the point where Japan is now one of our most integral partners. Last April, Japan's relationship with Bangladesh was upgraded to a ""strategic"" one from the previous comprehensive relationship, as recently emphasised by Japan's economy, trade and industry minister. As a number of Japanese companies are now looking to shift operations to various parts of Asia, the minister also said that Bangladesh has the potential to attract many of them, which would be a massive boon for investment here, and could lead to numerous added benefits such as increased job creations.

Japanese company Honda already opened its factory in Bangladesh some years ago. A Japanese information technology company, BJIT, has also started production in the country. We are, however, yet to see large-scale relocation of factories to Bangladesh, which will hopefully change once the Japan economic zone, being developed at Araihazar in Narayanganj, is complete. Additionally, the large-scale infrastructure development that has been happening in Bangladesh should inspire more foreign businesses to set up shop here to take advantage of Bangladesh's competitive advantages.

In 2022, Bangladesh received more than $100 million in investment from Japan, a record high, as the number of Japanese companies quadrupled in the country over the last decade. To take bilateral relations to the next level, both countries are now working to sign an Economic Partnership Agreement (EPA) to accelerate trade and investment. This, indeed, should be great news for all stakeholders.

However, in order to make the most of our growing economic and business relations, the Bangladesh government should conduct proper research and focus more on improving business conditions that can attract Japanese – and other – businesses to invest and conduct their manufacturing and operational activities out of Bangladesh. In terms of which sectors are showing the greatest promise, the Japanese side has already identified them. Now, it is up to our government to formulate policies in a way that can best compliment the growth of these sectors.

The decision by the Bangladesh government to set up a one-stop service centre for foreign businesses is expected to make life easier for them, and attract more of them. But there are still other ways for the government to further improve the overall business environment, and we hope that it will now shift its focus towards achieving those goals. But aside from the growing private investment, we hope to see even greater investment by the Japanese government in Bangladesh, so that the latter's goal of achieving rapid development and industrialisation can soon become a reality.",https://www.thedailystar.net/opinion/editorial/news/bangladesh-japan-relations-the-right-track-3377471
2023-07-26,[],1,[],[],[],[],N/A,"Says Election Commissioner Md Anisur Rahman

Ensuring voters' presence in the election is not the duty of the election commission, Election Commissioner Md Anisur Rahman said yesterday, adding that the responsibility falls on the candidates.

""Ensuring voters' presence is neither the duty of EC nor the election commission's officials. Candidates should conduct a good campaign in this regard,"" he said.

He said voters showed little interest in the recently concluded by-polls as the 12th national election is due in months.

By-polls in Dhaka-17 had witnessed an 11.51 percent turnout.

He came up with the remarks while talking to the reporters at Chattogram Circuit House last evening after attending a meeting with law enforcement agencies and other authorities concerned over the upcoming Chattogram-10 constituency's by-poll.

The by-poll is scheduled to be held on July 30.

""Preparation of the Chattogram-10 by-polls is almost completed. Installation of CCTV is underway. Hope we will get a free fair and peaceful election,"" said Anis.

Terming the attack on Hero Alom, an independent candidate of Dhaka-17 by-polls, Md Anisur Rahman, said, ""It is an unexpected incident. The incident occurred at the last hour of voting. There are lots of opinions. Apart from that, there was another incident in Barishal. The incidents are reprehensible. We are probing the incidents and action will be taken over the findings.""

Chattogram Regional Election Officer Hasanuzzaman and other election officials were present at the meeting.",https://www.thedailystar.net/news/bangladesh/news/its-not-ecs-job-ensure-voter-turnout-3376786
